RecordedDate,ResponseId,age,sex,country,city,country_raw
2023-05-22 12:59:01,R_3D78L8Ji0BxEF4t,22-26,Male,United States,Las Vegas,America
2023-05-22 12:59:06,R_cvVDoWWpaxp1SSJ,22-26,Female,Philippines,Pangasinan,Philippines
2023-05-22 12:59:19,R_129Ef1NiuGVqJNS,22-26,Male,United States,Utah,United States
2023-05-22 13:01:55,R_3KN4sgnLRsDMKDY,22-26,Male,United States,Texas,America
2023-05-22 13:04:03,R_234B2rOMLOypxHr,27-31,Male,Kiribati,Kiritimati Island,Kiribati
2023-05-22 13:16:19,R_3QRhYHUKJYhtF6q,27-31,Male,Kiribati,Tarawa,Kiribati
2023-05-22 13:21:39,R_3f0PtYuo2yxDN2F,22-26,Female,United States,"Boise, Idaho",United States
2023-05-22 13:26:16,R_1ISeKIjs4OyAuJl,27-31,Female,United States,Utah,United States
2023-05-22 13:30:09,R_ZsfqsR34SIELVeN,32-36,Male,United States,Hawaii,USA
2023-05-22 13:37:12,R_2eUq021k6u8eIIb,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-22 13:54:22,R_1gtjEFgVE4goQWU,27-31,Female,United States,Hawaii,United States
2023-05-22 13:59:42,R_1eLCfAJ97xVhrTQ,22-26,Male,Philippines,Cabanatuan,Philippines
2023-05-22 14:16:55,R_21h3uW2YgmaSZGl,27-31,Male,Philippines,DAGUPAN,Philippines
2023-05-22 14:21:07,R_x2ZmfcNWUiMoe1b,22-26,Male,Tonga,Hateo,Tonga
2023-05-22 15:01:07,R_25ZA8s0sEPrRXsO,32-36,Male,United States,Colorado,United States of America
2023-05-22 15:07:26,R_3lYVndjwIk53OBw,22-26,Female,Mongolia,Ulaanbaatar,Mongolia
2023-05-22 15:16:32,R_2XarcXAHjReKbrr,22-26,Female,Fiji,Suva,Fiji
2023-05-22 15:31:19,R_6S5lH7S6x5XVXBn,22-26,Male,United States,Nashville,Usa
2023-05-22 15:31:56,R_1IXmvpZRYi2HsoR,22-26,Female,Fiji,Suva,Fiji
2023-05-22 15:44:12,R_2U6s407aG6mlehz,22-26,Female,United States,Colorado,United States of America
2023-05-22 16:12:11,R_3JJCxsVoZSTRgJw,18-21,Female,United States,Montana,United States
2023-05-22 16:32:29,R_8nXisUUBKdeRxux,22-26,Male,United States,"Atlanta, Ga",USA
2023-05-22 16:52:24,R_3CHnt8aEIbFuOBZ,18-21,Male,Brazil,Sao Paulo,Brazil
2023-05-22 16:52:30,R_1mErGdVadIpc5sc,50-58,Female,United States,Colorado,USA
2023-05-22 17:21:44,R_2RXhJi2yFm1vcMu,22-26,Male,United States,Utah,United States of America
2023-05-22 17:37:21,R_3oXasBmp1rt28cj,22-26,Female,United States,American Samoa,United States
2023-05-22 17:47:30,R_268Bo0Q4kSJtwpH,22-26,Male,United States,Hawaii,U.S
2023-05-22 18:02:03,R_3NUNpfquf2fkv2N,22-26,Male,United States,HI,US
2023-05-22 18:14:16,R_3qldz34DUteourg,27-31,Female,Kiribati,Tarawa,Kiribati
2023-05-22 19:13:38,R_1NEaKkRBnw0T6VM,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-22 19:13:52,R_3lFDjkwbzkaoiK6,22-26,Female,Philippines,Davao City,Philippines
2023-05-22 19:14:08,R_2Eh1WPoOF89XyNE,18-21,Female,United States,California,USA
2023-05-22 19:38:13,R_2RPak5Ozljh838w,22-26,Male,India,Hyderabad,India
2023-05-22 19:42:18,R_b44annZhsNwobbb,22-26,Male,Kiribati,Tarawa,Kiribati
2023-05-22 20:45:02,R_0CiA127erGwEKeB,27-31,Male,Malaysia,Subang Jaya,Malaysia
2023-05-22 20:49:38,R_2PhVek7e4R5EFVn,27-31,Female,United States,Oregon,USA
2023-05-22 21:01:19,R_SUmXGVzaMWREFoZ,22-26,Female,United States,Louisiana,Usa
2023-05-22 21:22:13,R_2CwtNWBMNw8OSaG,22-26,Female,China,Tianjin,China
2023-05-22 21:27:23,R_1KdTdE6Lb70Lrwn,18-21,Female,United States,Minnesota,United States of America
2023-05-22 21:27:45,R_cU99WxXaTsy73q1,18-21,Female,United States,Bluffdale Utah,United States
2023-05-22 21:28:55,R_1M6VWTpcDyvuy0Y,22-26,Female,China,Guangdong,China
2023-05-22 21:29:56,R_2CKB0Blq4zzxMpp,22-26,Female,China,China,China
2023-05-22 21:30:30,R_RVNv5RocULeQxnb,22-26,Female,Philippines,tuguegarao,philippines
2023-05-22 21:30:31,R_3nqklIrHVxpveC3,22-26,Male,Philippines,Puerto Prinsesa Palawan,Philippines
2023-05-22 21:32:06,R_3KovOBAi5KgNBjS,18-21,Female,United States,"Laie, Hawaii",United States
2023-05-22 21:33:01,R_1kMND0ZtLK0GuEl,22-26,Female,China,Chengdu,China
2023-05-22 21:34:25,R_1N52kxfpsDSHYx0,18-21,Female,Papua New Guinea,Port Moresby,Papua New Guinea
2023-05-22 21:35:50,R_bCosME4yzPXOG1r,18-21,Female,United States,Utah,United States
2023-05-22 21:37:19,R_BuhhGajBCgNKqHf,22-26,Male,Philippines,Baguio City,Philippines
2023-05-22 21:38:14,R_3h0aZmRas4SCxja,22-26,Female,China,jiangsu,china
2023-05-22 21:55:44,R_1N8n6L6GsJpzV8k,27-31,Male,Mexico,Puebla,Mexico
2023-05-22 21:56:37,R_1HUQeGzutvKr34l,50-58,Female,United States,"Albany, Oregon",United States of America
2023-05-22 21:59:29,R_3fNNL0WA6nWE913,50-58,Male,United States,Oregon,America
2023-05-22 22:01:13,R_cSAfgHk7RXDP09r,22-26,Male,United States,Hawaii,United states
2023-05-22 22:01:20,R_1mrUFait0Yf2szn,27-31,Male,United States,"Hawaii, Laie",US
2023-05-22 22:02:27,R_bDicH22cGSjHrHj,18-21,Female,United States,Utah,Us
2023-05-22 22:11:36,R_295q0rMosXYKKke,22-26,Female,China,Chengdu,China
2023-05-22 22:14:32,R_1kXrLqjhKXhYVzC,43-49,Female,Philippines,Utah,Philippines
2023-05-22 22:16:58,R_3EFpshOooeFFmGv,27-31,Female,United States,Hawaii,USA
2023-05-22 22:18:41,R_Pvdqk48cN3q5nQR,22-26,Female,United States,Utah,USA
2023-05-22 22:20:31,R_3lMR9dmEBhom3Ln,27-31,Male,United States,Idaho,United States
2023-05-22 22:25:50,R_1mK3gcIiDwT4s7y,22-26,Female,Vietnam,Dong Xoai,Vietnam
2023-05-22 22:27:20,R_1qa0bYkdYNcQN9b,22-26,Male,United States,Indiana,United States
2023-05-22 22:30:06,R_2tzg7Q0B1whJeeL,37-42,Female,Papua New Guinea,Hawaii,Papua New Guinea
2023-05-22 22:33:43,R_2BbLPJXqPlS8LLU,22-26,Female,中国,成都,中国
2023-05-22 22:41:29,R_9TY2PpGLMnfxvHj,50-58,Male,United States,colorado,usa
2023-05-22 22:45:44,R_2EF4TOvVPNhls55,18-21,Female,Mexico,Veracruz,México
2023-05-22 22:50:19,R_26nlDkiP7fuWjQJ,22-26,Male,United States,California,USA
2023-05-22 22:54:23,R_2YahOivqeZmkQC3,22-26,Female,China,Sichuan,China
2023-05-22 22:55:49,R_2OZJo166ghC6fKK,22-26,Female,United States,Idaho,United States
2023-05-22 22:57:48,R_eEdREIXoWtXCnjH,18-21,Female,United States,"Lewiston, Idaho",USA
2023-05-22 23:00:58,R_yXdPJQhFtvKpC3T,18-21,Female,South Korea,Seoul,Korea
2023-05-22 23:03:47,R_eg4QQAhFDskI73b,22-26,Female,United States,Colorado,United States
2023-05-22 23:10:28,R_3nwSlRQRoupuYIH,22-26,Female,United States,Oregon,USA
2023-05-22 23:26:33,R_sSWzuoUzAiKzBRf,22-26,Female,India,Hyderabad,India
2023-05-22 23:34:04,R_1pZ4sUQarhtWHvH,27-31,Male,Philippines,Pangasinan,Philippines
2023-05-22 23:36:48,R_3mmW5eVvyBq5mAy,22-26,Female,Philippines,Sta. Barbara,Philippines
2023-05-22 23:40:37,R_1P0lggv5odLkuU3,50-58,Male,United States,"Bluffdale, Utah",USA
2023-05-22 23:41:46,R_1jj3m6EFb1nOUXh,22-26,Female,China,Yunnan,China
2023-05-22 23:42:48,R_264iBUu7OvRyVuL,22-26,Female,China,Hebei,China
2023-05-22 23:43:58,R_b70WG7So55NR0uR,18-21,Female,United States,Hawaii,USA
2023-05-22 23:45:30,R_2CfYyzsjK6CN4k2,18-21,Female,United States,Oregon,USA
2023-05-23 00:01:10,R_pAFqofehVc8jAZ3,22-26,Female,Philippines,Santa Barbara,Philippines
2023-05-23 00:01:42,R_22rjlC25R8PTtKp,22-26,Male,Philippines,Nueva Vizcaya,Philippines
2023-05-23 00:01:52,R_1jqTnZOZ7V4K2JQ,22-26,Female,United States,California,United States
2023-05-23 00:14:46,R_2aQxxPdcRfl31m9,22-26,Female,Philippines,Pangasinan,Philippines
2023-05-23 00:15:16,R_ZsmPppJvkXAkjPr,22-26,Female,Philippines,Pangasinan,Philippines
2023-05-23 00:27:46,R_3k08o7O6Ncexy8a,18-21,Male,Kingdom Of Hawai’I,Makawao,Kingdom of Hawai’i
2023-05-23 00:27:51,R_248WtS5GVTRAJjj,27-31,Male,Philippines,Pangasinan,Philippines
2023-05-23 00:31:01,R_1DvXtGA1JrAFdw8,18-21,Female,United States,Texas,united states of america
2023-05-23 00:36:56,R_2BgNRXfauy73Jc7,22-26,Male,Taiwan,Taichung City,Taiwan
2023-05-23 00:38:21,R_9GmYChVpKoQ8kpz,18-21,Female,United States,Oregon,United States of America
2023-05-23 00:43:19,R_2THPh41EZX6kNSm,27-31,Female,China,Guangdong,China
2023-05-23 00:52:51,R_2403BB1qxC2Ovt4,18-21,Female,United States,Utah,U.S.
2023-05-23 00:55:42,R_2X08EaB1Pqi4kLC,22-26,Male,Philippines,Santiago City,Philippines
2023-05-23 01:00:08,R_1KcDuWnG8X4iUu1,22-26,Male,United States,Utah,USA
2023-05-23 01:05:07,R_2xQcMB2f4oYJ9nW,18-21,Female,United States,Arizona,USA
2023-05-23 01:06:40,R_eS9PVBgpYVR5Gq5,18-21,Female,United States,Oregon,United States
2023-05-23 01:10:35,R_1g6ptWo7yFM2WEC,18-21,Male,China,Shanghai,China
2023-05-23 01:15:00,R_3emCtutLfRwzCjD,18-21,Female,Philippines,Baguio City,Philippines
2023-05-23 01:15:49,R_2SqSCLbVcBM01Yh,18-21,Female,United States,Minnesota,USA
2023-05-23 01:21:08,R_2dux15uokOdx9Kh,22-26,Female,United States,NY,USA
2023-05-23 01:21:51,R_24FXNx8IGLdQM2v,22-26,Female,Japan,Fukuoka,Japan
2023-05-23 01:25:46,R_2Y97STr5gv3Xldk,27-31,Female,United States,Oregon,USA
2023-05-23 01:30:26,R_2wpex9Z8t2DwTmn,22-26,Female,China,Sichuan,China
2023-05-23 01:33:35,R_2QSArGuIpEG6yEG,22-26,Female,Philippines,Binalonan,Philippines
2023-05-23 01:42:47,R_3CPE34jl7fkjV8C,22-26,Female,United States,Texas,USA
2023-05-23 01:45:58,R_DMp7ejyyKeMw0Eh,22-26,Male,Japan,Toride,Japan
2023-05-23 01:49:10,R_1Heng6aNVj1VP8O,22-26,Male,India,New Delhi,India
2023-05-23 01:54:43,R_DvCnyl5tGTFqlCp,22-26,Female,United States,Utah,United States
2023-05-23 01:58:47,R_a3gNqmVOUMDTVst,27-31,Male,United States,Pennsylvania,USA
2023-05-23 02:01:29,R_12G4cbZBNQo0pjz,22-26,Female,India,Delhi,India
2023-05-23 02:02:45,R_2c5xUpdb7ECdayj,18-21,Female,United States,AZ,US
2023-05-23 02:03:08,R_22xnBbSY9lsgIWQ,22-26,Male,French Polynesia,French Polynesia,Tahiti
2023-05-23 02:04:56,R_2f3rGwssGOjcT11,22-26,Male,Samoa,,Samoa
2023-05-23 02:05:36,R_1mRHj92GtaoT578,18-21,Female,United States,Wisconsin,USA
2023-05-23 02:07:45,R_21h1pYUt3ZFTvZL,27-31,Female,Kiribati,Tarawa,Kiribati
2023-05-23 02:10:49,R_32UZVbYpm9X0PpA,18-21,Female,Tonga,Pangai,Tonga
2023-05-23 02:11:30,R_bsydQlKVewHozFn,18-21,Female,United States,Georgia,USA
2023-05-23 02:11:35,R_3HhN1Xs7qLMMGvL,22-26,Male,Japan,Osaka,Japan
2023-05-23 02:15:16,R_1IRRhaRPVK6QZGG,27-31,Male,Japan,Tokyo,Japan
2023-05-23 02:16:19,R_2QAQP6TLrEWnc58,18-21,Male,United States,Oklahoma,USA
2023-05-23 02:17:35,R_OBxYh9HuJfaPasF,22-26,Male,Papua New Guinea,Port Moresby,Papua new Guinea
2023-05-23 02:17:53,R_116NVrhOB0gOUuS,22-26,Male,Kiribati,Tarawa,Kiribati
2023-05-23 02:19:19,R_5oHk4hwRZpEdORH,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 02:20:10,R_2UYJlKaAiaZlOOp,22-26,Male,United States,Washington,USA
2023-05-23 02:21:07,R_pAd3C1NRSKbrMI1,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 02:22:49,R_2P1mayJqdF3mzSR,27-31,Male,India,Chennai,India
2023-05-23 02:24:02,R_25HOXL1JWm7unHF,22-26,Female,Philippines,Cebu,Philippines
2023-05-23 02:26:45,R_vDmSAHovQrDrlHb,27-31,Female,Kiribati,Tarawa,Kiribati
2023-05-23 02:27:16,R_xAzQImGzh3tTvTX,22-26,Female,United States,HI,US
2023-05-23 02:28:49,R_2rwnqT3b2uKfoj5,18-21,Male,Japan,"Kagawa prefecture, Kanonji city",Japan
2023-05-23 02:30:48,R_32WveucH3m6zxET,18-21,Female,Laie,Hawaii,Laie
2023-05-23 02:31:14,R_2ctGF6sgilC6f6F,43-49,Female,Hawaii,"Laie, Hawaii",Hawaii
2023-05-23 02:31:22,R_3EG9i1nAwvJuGMB,22-26,Female,United States,Hawaii,United States
2023-05-23 02:32:09,R_2t9D8uTldyq0HVK,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 02:32:26,R_3NNSCBSc7tRGr2a,22-26,Male,Weisheng,Kuala Lumpur,Weisheng
2023-05-23 02:36:33,R_3qyrkYql8YCZiMt,27-31,Male,Sri Lanka,Negombo,Sri Lanka
2023-05-23 02:37:14,R_3kjtpVFJE3nUpme,18-21,Female,Japan,Tokyo,Japan
2023-05-23 02:39:31,R_2cCRNu9V4DYhPdU,22-26,Male,Kiribati,Tarawa,Kiribati
2023-05-23 02:40:05,R_aaeRALiF4fUXsZ3,22-26,Female,United States,Utah,United States
2023-05-23 02:41:38,R_3qwleZ6dJRXVHHt,18-21,Male,United States,Texas,United States
2023-05-23 02:41:58,R_1j87NNuadp6M8gP,27-31,Male,South Korea,Ulsan,South Korea
2023-05-23 02:45:45,R_3PAl2kVBxItUWWg,50-58,Male,United States,Hawaii,USA
2023-05-23 02:48:46,R_214V96BX4M1ibse,27-31,Female,Tonga,Holonga,Tonga
2023-05-23 02:48:52,R_3P6syR22Kcey7Xu,22-26,Female,Kiribati,Kiribati,Tarawa
2023-05-23 02:51:05,R_24McsGJuiWBmxGU,18-21,Female,United States,Hawaii,United States
2023-05-23 02:51:23,R_3njHy0rMemg3sr5,18-21,Female,United States,Loganville,United States
2023-05-23 02:53:24,R_1DSjeq0mOQcbjTR,22-26,Female,India,Delhi,India
2023-05-23 02:57:20,R_6tW3a9zBMyhg7zr,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 02:59:26,R_6AtVuABjjwvJpT3,18-21,Female,United States,Houston,United States
2023-05-23 02:59:34,R_1jew6Kne4mixVva,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 03:00:16,R_3DtZVohKKhbiTdk,22-26,Male,Indonesia,Bogor,Indonesia
2023-05-23 03:03:04,R_pi6tOMIBh8QSNyN,27-31,Male,Papua New Guinea,Papua New Guinea,Papua New Guinea
2023-05-23 03:03:07,R_2VO35vn7Tszfl5o,22-26,Male,United States,California/Hawaii,USA
2023-05-23 03:05:34,R_1Kjwz8vdXw0IGgu,27-31,Male,United States,Hawaii,USA
2023-05-23 03:07:46,R_AdmNw4MqvAgyNPP,27-31,Male,United States,Maryland,United States
2023-05-23 03:08:04,R_VW2hotTBQzECxY5,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 03:10:11,R_1mOyCj9m9NopuHL,18-21,Male,Philippines,Manila,Philippines
2023-05-23 03:10:30,R_1jNHxDy54P7fFKy,22-26,Female,Kiribati,South-Tarawa,Kiribati
2023-05-23 03:15:07,R_2ccGxOsqIKbCXt5,27-31,Female,United States,California,United States of America
2023-05-23 03:15:21,R_3krgE1XzGzY5Db3,50-58,Female,United States,Hawaii,USA
2023-05-23 03:17:58,R_1rB9i7cSSVn0xKT,18-21,Male,Japan,Okinawa,Japan
2023-05-23 03:19:00,R_3E9zeEUFWSSTQq6,27-31,Female,Philippines,Cebu,Philippines
2023-05-23 03:20:10,R_1GV6OQTBC07ARae,22-26,Female,United States,"Atlanta, GA",United States
2023-05-23 03:26:49,R_pH2rrQGFdLD0YWR,18-21,Female,United States,California,USA
2023-05-23 03:27:28,R_1IKqBZXbpzxOCkJ,22-26,Male,United States,Hawaii,United States
2023-05-23 03:28:15,R_2AEacALNq2wsTDu,18-21,Male,Japan,Okinawa,Japan
2023-05-23 03:29:19,R_3emEY79A3iEIvYA,22-26,Male,Japan,Sendai,Japan
2023-05-23 03:43:14,R_1lfU1r3uCXP7XUI,22-26,Female,Philippines,Pasuquin,Philippines
2023-05-23 03:46:28,R_2WGttYImQ7yad8v,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 03:51:01,R_3qxTqlVGKYfkKdT,27-31,Male,Philippines,"Naga City, Camarines Sur",Philippines
2023-05-23 03:51:21,R_2y12B0tVhClD7y5,22-26,Female,French Polynesia,"Punaauia, Taravao, and Papeete","Tahiti, French Polynesia"
2023-05-23 04:09:37,R_3foDJW9lZtxYnDK,22-26,Male,United States,Oregon,United States of America
2023-05-23 04:22:52,R_9vprzRAiYnBeOA1,27-31,Female,United States,Hawaii,United States
2023-05-23 04:57:56,R_22GhwuYQfgyVwGc,22-26,Female,Philippines,quezon city,philippines
2023-05-23 05:14:12,R_3NVUgN3NthiobvG,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 05:24:32,R_2y2zFHzTBNRGQvV,22-26,Female,Philippines,Surigao,Philippines
2023-05-23 05:37:15,R_1q4Yu2NfhcdIVwF,27-31,Female,Philippines,,Philippines
2023-05-23 05:46:48,R_2ripveTuP6KYmck,50-58,Female,Philippines,,Philippines
2023-05-23 05:57:21,R_1ihuBiYQe4g1GeT,22-26,Female,Philippines,Pampanga,Philippines
2023-05-23 06:37:42,R_2YyXoJcNnz9Rlny,22-26,Male,United States,North Carolina,usa
2023-05-23 06:37:55,R_1mzoDTXzTJjDFsm,50-58,Male,United States,Washington,United States
2023-05-23 07:38:59,R_1HhERnvsSUAT1hG,18-21,Male,United States,"Ridgefield, WA",United States
2023-05-23 08:48:36,R_2V2Yth29OF7b3wB,22-26,Male,El Salvador,"Phoenix, Arizona",El Salvador
2023-05-23 09:50:37,R_RCdTxy6uSeuGhwJ,27-31,Female,Philippines,Davao City,Philippines
2023-05-23 11:37:50,R_2EdgOcnH0BhmYar,22-26,Male,United States,San Francisco,USA
2023-05-23 12:09:03,R_VI8fh4FRbmbZEvn,27-31,Male,Kiribati,Betio,Kiribati
2023-05-23 12:12:11,R_BYgnpUE3DMHk8gN,22-26,Male,Philippines,Cavite,Philippines
2023-05-23 12:14:00,R_1IgFYf9H553fWin,32-36,Female,United States,Oregon,US
2023-05-23 12:18:11,R_3iw2Jazc9tw7XhR,18-21,Female,United States,Las Vegas,United States
2023-05-23 12:22:15,R_1JQJj105OPS8jXf,18-21,Male,United States,Utah,United States of America
2023-05-23 12:42:07,R_2R4W9r6TMoXrGbK,22-26,Male,United States,California,U.S
2023-05-23 12:53:14,R_28V6iyeggzf9lFc,18-21,Female,United States,las vegas,USA
2023-05-23 12:57:43,R_1NreZAftqlp6boZ,22-26,Female,United States,Ohio,America
2023-05-23 12:58:34,R_2wBQbGenXeIpOLS,22-26,Male,United States,Sacramento,USA
2023-05-23 13:05:17,R_3h5uizJXs3aMTC4,43-49,Female,United States,Lincoln,US
2023-05-23 13:11:46,R_3gZqe96kRqxDWYk,43-49,Male,United States,Sacramento,United States
2023-05-23 13:14:40,R_1pyUBEVPAEg5qFP,18-21,Female,United States,Sacramento,US
2023-05-23 13:16:21,R_2cu51wOd0C2qHoQ,18-21,Male,United States,"Provo, Utah",USA
2023-05-23 13:34:47,R_1r17mzMTMa5pkAp,22-26,Male,New Zealand,Northland,New Zealand
2023-05-23 14:13:47,R_vN3n8ehTj58xPYl,22-26,Female,Kiribati,Tarawa,Kiribati
2023-05-23 14:22:05,R_10Mo3uVNt9Ikzf3,59-64,Female,United States,NorCal,USA
2023-05-23 14:22:17,R_3GfRDjjSehnTiOX,27-31,Male,Japan,Okinawa,Japan
2023-05-23 14:25:19,R_yCTqFwQeXOSmhcB,22-26,Male,United States,oceanside,USA
2023-05-23 14:50:37,R_25AfnYcVx8QUWAy,22-26,Male,United States,"Las Vegas, NV",USA
2023-05-23 16:19:23,R_1Ld23OV3rLzrX1E,27-31,Male,Mexico,Veracruz,Mexico
2023-05-23 17:42:33,R_1pLvhXPjDkfwBsv,32-36,Male,Mexico,Veracruz,México
2023-05-23 17:43:54,R_27VRnObcfQFutPy,37-42,Female,United States,Texas,United States
2023-05-23 18:39:10,R_2cnqx1Ktyyl1dWR,18-21,Female,United States,Minnesota,United States
2023-05-23 18:53:34,R_1gqJmqEMdM1mXxt,32-36,Male,Philippines,Hawaii,PHILIPPINES
2023-05-23 19:05:43,R_3qEZ5owLsTiGqcx,18-21,Male,Philippines,SURIGAO CITY,Philippines
2023-05-23 20:02:10,R_yHZnNWGxQjiYDex,18-21,Female,United States,Oregon,United States
2023-05-23 21:09:18,R_3Ray7KYT1xEpqtP,22-26,Female,Argentina,San Martín de los Andes,Argentina
2023-05-23 21:19:50,R_31bLoZjzD2WbPU3,37-42,Male,Canada,Langley,Canada
2023-05-23 22:22:14,R_XNcBztiGVv0SgHD,18-21,Male,United States,Colorado,United States
2023-05-23 23:21:52,R_1eWzaSIHaTHcbfL,27-31,Female,Kiribati,Hawaii,Kiribati
2023-05-24 02:03:07,R_AFktj9jovOiol9v,22-26,Male,Samoa,Apia Samoa,Samoa
2023-05-24 02:11:14,R_uwX6NJIrsE6O2K5,22-26,Female,Philippines,Digos City,Philippines
2023-05-24 02:25:53,R_3GxLfo3lLRoHMI3,22-26,Female,Philippines,Tanauan,Philippines
2023-05-24 02:30:02,R_110Gsj3xhWlVkxf,18-21,Female,United States,Honolulu,USA
2023-05-24 02:33:48,R_3qa0bwZze07owBu,27-31,Male,South Korea,Suwon,Korea
2023-05-24 02:34:41,R_3RdU8nxSBnkKytP,27-31,Male,Philippines,Makati,Philippines
2023-05-24 02:39:46,R_3Ic9un9yJHaXUUr,27-31,Male,Philippines,Taguig,Philippines
2023-05-24 02:58:19,R_1ONavfcrqQx5P8E,18-21,Female,Japan,Nara,Japan
2023-05-24 03:02:03,R_24u5JwlwOQUEXbr,22-26,Male,Philippines,Bohol,Philippines
2023-05-24 03:26:28,R_3siY4fEieA1CmRl,22-26,Male,Philippines,Dagupan,Philippines
2023-05-24 03:26:43,R_3IWC7bqXLdA1gsG,27-31,Male,Fiji,Laie,Fiji
2023-05-24 03:30:34,R_8cxnz8Ei0K0fMoF,22-26,Female,Philippines,Dagupan,Philippines
2023-05-24 03:31:51,R_pLSAGuDWzSoig5r,22-26,Female,United States,Utah,United States
2023-05-24 04:22:00,R_V2Uzku7qsWHRL45,22-26,Male,French Polynesia,Tahiti,Tahiti
2023-05-24 04:43:35,R_2uCed4lwEQQxhIs,18-21,Male,United States,Washington,United States
2023-05-24 04:49:13,R_1F2p1sgTHZPtJ2Q,50-58,Female,Philippines,Pangasinan,Philippines
2023-05-24 05:00:47,R_PUS5NtTIh9D0UJH,18-21,Female,Philippines,Santa Barbara,Philippines
2023-05-24 05:20:58,R_2DUmaBo0A3z5MmR,18-21,Female,United States,michigan,america
2023-05-24 06:32:04,R_273DzWO6kH0FWbE,18-21,Female,United States,Palo alto,USA
2023-05-24 06:33:14,R_1DGtxLsNxagLGCC,18-21,Female,United States,Virginia,United States
2023-05-24 06:48:21,R_A65pOEsOjbgdz45,50-58,Male,Philippines,Santa Barbara,Philippines
2023-05-24 08:43:39,R_2v81rln5Cwt1zuU,18-21,Female,United States,Colorado,United States
2023-05-24 11:09:23,R_2P7nqfsMDW1Rl1R,32-36,Male,Philippines,Mapandan,Phiilippines
2023-05-24 11:19:44,R_3JJIJ9dmIYkNi85,18-21,Female,Fiji,Lautoka,Fiji
2023-05-24 12:18:25,R_1E4iQUJU9YsMa0b,22-26,Female,United States,California,USA
2023-05-24 13:01:30,R_3CUHKPC7jy0cFDX,27-31,Female,Philippines,Cebu,Philippines
2023-05-24 13:34:58,R_2t5b7IRWN40D406,27-31,Female,Samoa,Hawaii,Sāmoa
2023-05-24 14:37:34,R_0wkzUGazo4DtkDT,22-26,Female,Philippines,Naga,Philippines
2023-05-24 15:13:20,R_246pKWR5TfJy8WW,22-26,Female,Papua New Guinea,Madang,Papua New Guinea
2023-05-24 15:37:04,R_28RFhjzEK2Grntj,18-21,Female,United States,Utah,United States of America
2023-05-24 15:39:31,R_cMz4mllp1eu2qSR,22-26,Female,Peru,Arequipa,Peru
2023-05-24 18:11:43,R_w4tq5ubh0iAng65,18-21,Female,Canada,Ottawa,Canada
2023-05-24 18:26:43,R_3R87JuW8bkRYsN4,22-26,Female,Philippines,Camarines Sur,Philippines
2023-05-24 19:15:53,R_AbuB5fm6aTeMQff,27-31,Female,Mexico,Puebla,Mexico
2023-05-24 21:36:03,R_1ozrC32OARBAlik,22-26,Male,Philippines,Leyte,Philippines
2023-05-25 03:12:21,R_qw4PT0mrsPitMuB,22-26,Female,Philippines,Tuguegarao,Philippines
2023-05-25 03:23:34,R_1OTAaqI0DDQOM6R,27-31,Male,Papua New Guinea,Port Moresby,Papua New Guinea
2023-05-25 03:50:33,R_2Svu1vdYG3jSUv8,27-31,Male,Philippines,Laguna,Philippines
2023-05-25 03:57:31,R_3j2lnBvfhYM6ZPv,22-26,Male,Philippines,Manila,Philippines
2023-05-25 04:17:13,R_3J280oZcUzSV8BD,22-26,Female,Canada,BC,Canada
2023-05-25 04:50:15,R_2WI5a1lPZPf2Kah,22-26,Male,Philippines,Dagupan City,Philippines
2023-05-25 05:20:50,R_1rqcuJTkQe7TeOp,22-26,Male,Philippines,Iligan City,Philippines
2023-05-25 05:41:55,R_1hzBymVze5FHDiD,,Female,Philippines,Pangasinan,Philippines
2023-05-25 06:10:41,R_1IaxAKdDy9vgU7E,18-21,Female,Philippines,Pangsinan,Philippines
2023-05-25 06:49:04,R_2sYYmSMdUZllWMz,22-26,Male,Philippines,Malasiqui,Philippines
2023-05-25 12:14:42,R_3HjJBbo6d6JLuGH,22-26,Female,Canada,Alberta cardston,Canada
2023-05-25 16:12:02,R_2wh6sfZkbZNoHhH,22-26,Female,Philippines,Pangasinan,Philippines
2023-05-25 21:06:32,R_2uWFow78IAQw4we,22-26,Female,Mongolia,Hawaii,Mongolia
2023-05-25 21:41:21,R_2V4na9SYJ56u5pG,27-31,Male,United States,Idaho,United States
2023-05-25 22:24:18,R_1QaZg5DZVCM9Znu,18-21,Female,United States,Hawaii,United States
2023-05-25 23:32:14,R_2CIp6uCgPzpg2t8,32-36,Female,Canada,Aetna,Canada
2023-05-26 01:42:06,R_1gCQqTzYLhLoAmR,22-26,Male,Fiji,Suva,Foji
2023-05-26 11:20:02,R_33qLEoJKVk7Z4U1,22-26,Female,Philippines,Taguig City,Philippines
2023-05-26 14:00:11,R_39i8jQBqYD3ishP,22-26,Female,Tonga,Tongatapu,Tonga
