synthetic_id,age,sex,city,country,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q9_1,q9_2,q9_3,q10_1,q10_2,q10_3,q10_4
S_2396,22-26,Female,"Magna, utah",United States,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_2397,22-26,Female,"Naga City, Camarines Sur",Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2398,22-26,Female,Tongatapu,Tonga,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,4,3,2,3,4,3,3,2,4,3,4,3,3,3,4,3,4
S_2399,22-26,Female,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_2400,22-26,Female,California,United State,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2401,18-21,Male,Texas,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_2402,22-26,Female,Laie,United states,3,4,3,2,4,3,2,4,3,4,3,2,4,3,2,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4
S_2403,22-26,Male,California,United States of America,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3,2,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_2404,27-31,Female,Virginia,USA,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,3,4,3,4,3,4,3,4,2,3,4,3,4,3,4,4,3,4,3
S_2405,22-26,Female,Colorado,U.S,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_2406,22-26,Female,Wisconsin,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2407,18-21,Female,Makati City,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,3,4,4,4,3,4
S_2408,22-26,Male,Cebu,Philippines,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_2409,32-36,Female,Tonga,Tonga,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,3,2,3,3,4,3,2,3,4,2,3,4,3,2,3,3,3,4,3,3,3,4,3
S_2410,37-42,Female,ARIZONA,USA,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4
S_2411,22-26,Male,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2412,22-26,Female,Southern Leyte,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,4,3,4,3
S_2413,18-21,Male,Logan,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_2414,18-21,Male,Indiana,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_2415,59-64,Female,Tarawa,Kiribati,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,2,2,2,3,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2
S_2416,37-42,Male,Manila,Philipphines,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,2,4,3,4,3,4,3,4,4,3,3,4,3,2,4,3,4,4,3,4,3
S_2417,22-26,Female,Valenzuela,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2418,22-26,Female,Hawaii,Usa,4,3,4,3,4,2,3,4,3,4,3,4,2,3,4,3,4,3,4,3,2,3,4,3,4,3,4,3,4,4,3,3,4,3,2,4,3,4,4,3,4,3
S_2419,22-26,Female,Texas,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_2420,22-26,Male,Suva,Fiji,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2421,18-21,Male,Colorado,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2422,22-26,Female,Florida,United States of America,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2423,32-36,Female,Ulaanbaatar,Mongolia,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_2424,22-26,Male,Okinawa,Japan,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2425,27-31,Male,Hawaii,U.S,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2426,22-26,Female,Utah,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_2427,22-26,Female,Naga city,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2428,18-21,Male,Washington,Usa,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,4
S_2429,27-31,Female,Cavite,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2430,22-26,Female,quezon city,philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2431,22-26,Male,Utah,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2432,18-21,Female,ulaanbatar,mongolia,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,2,4,3,2,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_2433,27-31,Male,Auckland,New Zealand,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2434,22-26,Male,China,China,4,4,3,4,3,4,3,4,4,3,4,3,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_2435,18-21,Female,Hyderabad,India,4,3,4,3,4,2,3,4,3,4,3,4,2,3,4,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2436,18-21,Female,Port Moresby,Papua New Guinea,3,2,3,2,4,3,2,3,4,3,2,3,4,2,3,4,3,3,2,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,3,3,4,3,3
S_2437,22-26,Female,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_2438,22-26,Male,Hualien,Taiwan,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2439,27-31,Female,Hawaii,USA,4,3,4,3,4,3,4,4,3,4,3,4,2,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2440,32-36,Female,Ballesteros,Philippines,3,3,2,3,2,3,2,3,4,3,2,3,2,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3
S_2441,18-21,Female,papeete,tahiti,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_2442,22-26,Male,Malaybalay,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2443,22-26,Female,Kuala Lumpur,Malaysia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_2444,18-21,Female,Virginia,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_2445,50-58,Male,Utah,United States,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,3,2,3,2
S_2446,22-26,Female,Holonga,Tonga,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,3,2,3,4,3,2,3,4,3,3,2,3,4,3,2,3,3,4,3,3,2,3,4
S_2447,18-21,Male,Utah,United States,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_2448,22-26,Female,Texas,United States,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,4,3,3,4,3,2,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2449,66-70,Male,Delhi,India,2,2,3,2,3,2,2,2,2,3,2,3,2,2,3,3,2,2,3,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,2,2,3,2,2,2,3,2
S_2450,50-58,Female,Veracruz,México,2,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,3,2,2,3,2,3,2,2,3,3,2,3,2,3,2,2
S_2451,18-21,Male,Tafuna,Samoa,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_2452,22-26,Female,Manila,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,2,4,3,4,3,4,3,3,4,4,3,4,3,3,3,4,3,4,3,4,3,4,3,4,4,4,3,4
S_2453,22-26,Female,Veracruz,México,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_2454,27-31,Male,Washington,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2455,22-26,Female,Surakarta,Indonesia,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2456,22-26,Female,Kuala Lumpur,Malaysia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_2457,18-21,Female,Hawaii,Papua New Guinea,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_2458,27-31,Male,Alberta,Canada,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2459,18-21,Male,Utah,United States,3,4,3,2,3,2,4,4,3,4,3,2,3,4,3,3,4,3,2,3,2,3,4,3,4,3,2,3,3,4,3,2,3,3,4,3,4,3,3,4,3,3
S_2460,22-26,Male,Surakarta,Indonesia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_2461,22-26,Female,manila,philippines,4,4,3,4,3,4,3,4,4,3,4,3,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_2462,22-26,Male,Seko,Indonesia,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_2463,22-26,Female,Langley,Canada,4,3,4,2,3,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_2464,18-21,Male,Ulaanbaatar,Mongolia,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2465,32-36,Female,Newport,USA,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4
S_2466,18-21,Female,Alicia,Philippines,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_2467,22-26,Male,New Taipei City,Taiwan,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_2468,22-26,Female,Utah,United States,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_2469,37-42,Male,Fort Worth Texas,USA,3,4,3,2,3,4,3,3,4,3,2,3,4,3,2,4,3,3,2,4,3,2,3,4,3,2,3,4,3,4,3,2,3,4,3,3,4,3,3,4,3,3
S_2470,18-21,Female,New Delhi,India,4,4,3,4,3,2,3,4,3,4,3,2,4,3,3,4,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,3,4
S_2471,27-31,Male,Hastings,New Zealand,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_2472,22-26,Male,Saitama,Japan,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2473,27-31,Female,Herriman,USA,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,2,3,4,3,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_2474,18-21,Female,Suva,Fiji,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_2475,32-36,Female,Utah,United States,3,4,3,2,3,4,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_2476,22-26,Male,Taipei,Taiwan,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_2477,18-21,Male,Utah,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_2478,18-21,Female,Texas,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_2479,27-31,Female,Taguig City,Philippines,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_2480,27-31,Female,Delhi,India,4,3,4,3,4,3,2,4,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,3,4,3,4,4,3,3,4,3,2,4,3,4,4,3,4,3
S_2481,22-26,Male,"Logan, Utah",United States of America,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4
S_2482,27-31,Female,ub,mongolia,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_2483,22-26,Female,Wyoming,United States,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,4,3,4,3,4
S_2484,22-26,Female,Changhua,Taiwan,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_2485,22-26,Female,Lautoka,Fiji,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2486,27-31,Female,Colorado,USA,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2487,22-26,Female,Cavite,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2488,27-31,Female,Tokyo,Japan,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,4,3,3,2,4,3,3,4,3,2,3,4,3,4,3,3,4,3,4,3
S_2489,22-26,Female,"Eagle, Idaho",United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2490,27-31,Male,Nueva Ecija,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2491,22-26,Male,West Virginia,United States,3,4,3,2,3,2,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,2
S_2492,22-26,Male,hawaii,United States,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2493,43-49,Female,California,USA,3,4,3,2,3,4,2,3,4,3,2,4,3,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,3,2
S_2494,18-21,Female,Quezon City,Philippines,4,3,4,3,4,3,2,4,4,3,4,3,4,3,4,4,3,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_2495,22-26,Female,Naga city,Philippines,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,3
S_2496,18-21,Female,Newport,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,4,3,4,3
S_2497,22-26,Male,"Kagawa prefecture, Kanonji city",Japan,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,2,4,3,3,4,3,3,2,3,4,3,4,3,3,4,3,3
S_2498,22-26,Male,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2499,18-21,Female,Tarawa,Kiribati,3,2,3,2,4,3,2,3,4,3,2,3,2,4,3,3,2,3,4,2,3,2,4,3,2,3,4,3,3,2,3,2,3,4,3,3,4,3,3,2,3,3
S_2500,27-31,Female,Nuevo Leon,Mexico,4,3,4,3,2,4,3,4,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,4,3,4,3,3,3,4,3,2,3,4,3,4,3,4,4,3,4,3
S_2501,18-21,Female,Iligan,Philippines,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2502,22-26,Male,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2503,22-26,Male,Alicia,Philippines,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,4,3,3,2,3,4,3,4,3,3,4,3,4,3,4,3,2,3,4,3,4,4,3,4,3
S_2504,18-21,Female,Alberta,Canada,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2505,37-42,Male,Oregon,United States,3,4,3,2,3,4,3,3,4,3,2,3,4,2,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,3,4
S_2506,32-36,Female,Hamilton,New Zealand,3,4,3,2,4,3,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4
S_2507,22-26,Female,Surabaya,Indonesia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4
S_2508,22-26,Male,Ulsan,South Korea,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2509,22-26,Male,California,America,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,3
S_2510,22-26,Female,Aleisa,Samoa,3,4,3,2,3,4,2,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,2,3,4,3,4,3,3,3,4,3,2
S_2511,18-21,Male,NorCal,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,3,4
S_2512,22-26,Male,Jakarta,Indonesia,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,3,4
S_2513,43-49,Female,Hinunangan,Philippines,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2
S_2514,27-31,Female,Fo'ui,Tonga,3,4,3,2,3,4,2,3,4,3,2,3,4,3,2,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,4,3,3,4,3,2
S_2515,22-26,Male,Utah,United States,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4
S_2516,22-26,Female,California,United States,4,3,4,3,2,4,3,4,3,4,3,2,4,3,4,4,4,3,4,3,2,4,3,4,3,2,4,3,4,3,4,3,2,3,4,4,3,4,4,3,4,3
S_2517,22-26,Female,Osaka,Japan,4,3,4,3,2,4,3,4,3,4,2,3,4,3,2,4,4,3,3,2,3,4,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_2518,22-26,Male,Sarawak,Malaysia,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,4
S_2519,22-26,Female,Tarawa,Kiribati,3,2,3,2,4,3,2,3,4,3,2,3,4,2,3,4,3,4,3,2,4,3,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,4,3,4,3,4
S_2520,37-42,Female,Hawaii,USA,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,2,3,4,3,3,2,4,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4
S_2521,18-21,Female,Hastings,New Zealand,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,4,3,2,3,4,3,3,4,3,2,3,4,4,3,4,3,2,3,4,4,3,3,4,3,4,3
S_2522,22-26,Female,Utah,United States,4,3,4,3,2,3,4,4,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,3,4,3,4
S_2523,50-58,Female,Oregon,United States,3,2,3,2,4,3,2,3,4,3,2,4,3,2,3,3,2,3,4,3,2,3,4,3,2,3,4,3,3,4,3,2,3,4,3,4,3,3,3,4,3,3
S_2524,59-64,Male,newport,United states,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,2,3,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,3,3,2,2,2,3,2,2
S_2525,22-26,Female,Melbourne,Australia,4,3,4,3,2,4,3,4,3,4,3,2,3,4,3,4,3,3,4,2,3,4,4,3,4,3,2,3,3,4,3,4,3,2,3,4,3,4,4,3,4,3
