source_human_id,response_id,age,generation,sex,country,city,fam_1,fam_2,fam_3,fam_4,fam_5,fam_6,fam_7,use_1,use_2,use_3,use_4,use_5,use_6,use_7,use_8,use_9,use_10,use_11,risk_1,risk_2,risk_3,risk_4,risk_5,risk_6,fam_1_norm,fam_2_norm,fam_3_norm,fam_4_norm,fam_5_norm,fam_6_norm,fam_7_norm,use_1_norm,use_2_norm,use_3_norm,use_4_norm,use_5_norm,use_6_norm,use_7_norm,use_8_norm,use_9_norm,use_10_norm,use_11_norm,risk_1_norm,risk_2_norm,risk_3_norm,risk_4_norm,risk_5_norm,risk_6_norm
H_0153,R_1DTsP2rvDLxhJp5,22-26,younger Gen Z,Female,New Zealand,Hamilton,2,3,2,2,3,3,3,2,3,3,1,1,2,1,3,3,1,1,5,4,4,4,4,1,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.0,0.25,0.0,0.5,0.5,0.0,0.0,1.0,0.75,0.75,0.75,0.75,0.0
H_0154,R_yyYe69rpw99Vhxn,22-26,older Gen Z,Female,Tonga,Nuku'alofa,2,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.0
H_0155,R_1Cg4nZL0ya9yMQz,22-26,older Gen Z,Female,Philippines,Caloocan city,3,5,2,4,4,5,4,4,1,4,1,1,2,1,1,1,1,1,4,5,5,4,4,4,0.5,1.0,0.25,0.75,0.75,1.0,0.75,0.75,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.75,0.75,0.75
H_0156,R_bHp3gjd0tQBcKxr,18-21,younger Gen Z,Female,Philippines,Lucena,4,4,4,3,5,4,4,3,2,3,3,1,4,4,4,1,2,3,3,2,4,3,4,3,0.75,0.75,0.75,0.5,1.0,0.75,0.75,0.5,0.25,0.5,0.5,0.0,0.75,0.75,0.75,0.0,0.25,0.5,0.5,0.25,0.75,0.5,0.75,0.5
H_0157,R_STwbke4umqIwQYF,22-26,younger Millennials,Female,Philippines,Alicia,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,2,3,2,3,4,3,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.75,0.5
H_0158,R_bwQ9LGsegLdrDs5,22-26,younger Millennials,Female,Philippines,Laguna,3,4,3,2,3,3,4,4,4,1,1,1,4,3,4,5,5,1,4,3,4,4,4,3,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0.75,0.75,0.0,0.0,0.0,0.75,0.5,0.75,1.0,1.0,0.0,0.75,0.5,0.75,0.75,0.75,0.5
H_0159,R_24c54Oi3SGoegOo,50-58,older Gen X,Female,Philippines,Cebu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.75,0.5
H_0160,R_33vhpHKl1T4JjvF,22-26,younger Millennials,Female,Philippines,Banga,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0161,R_2fB3t5d3BxF3psZ,22-26,younger Gen Z,Female,Tonga,Vava’u,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.75,0.75,0.75
H_0162,R_1qgQLQ90JdSK4No,22-26,older Gen Z,Female,Philippines,Manila,4,4,4,3,5,5,4,5,3,3,2,1,5,3,5,3,3,3,5,5,4,5,4,4,0.75,0.75,0.75,0.5,1.0,1.0,0.75,1.0,0.5,0.5,0.25,0.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.75,1.0,0.75,0.75
H_0163,R_Q68sTkgceYjh7Ed,18-21,younger Gen Z,Female,USA,California,1,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,3,0.0,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.75,0.75,0.5
H_0164,R_2ZNCfQIH2gSMdsK,22-26,younger Millennials,Female,United States,Utah,2,3,3,3,3,2,3,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,4,4,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.75
H_0165,R_OCkkZnQhwkEWkmJ,27-31,older Gen Z,Female,Fiji,Suva,1,1,1,3,1,1,3,5,5,5,2,1,5,2,5,4,2,3,3,1,4,3,4,3,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.25,0.0,1.0,0.25,1.0,0.75,0.25,0.5,0.5,0.0,0.75,0.5,0.75,0.5
H_0166,R_PuFsF4xWJV9SKjL,27-31,younger Millennials,Female,Philippines,Pasuquin,2,3,1,1,4,4,4,4,2,2,1,1,2,1,2,1,1,1,4,5,5,4,4,2,0.25,0.5,0.0,0.0,0.75,0.75,0.75,0.75,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.75,1.0,1.0,0.75,0.75,0.25
H_0167,R_8eTAoH8558UuofL,18-21,younger Gen Z,Female,Taiwan,Hualien,5,4,4,3,5,5,4,5,5,4,3,3,4,4,3,3,3,4,4,5,4,4,4,3,1.0,0.75,0.75,0.5,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.75,1.0,0.75,0.75,0.75,0.5
H_0168,R_3kgMdTXL7VZFbV5,18-21,younger Gen Z,Female,USA,Kailua Hawaii,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.25
H_0169,R_u7wAFjF5edVP9gB,27-31,younger Millennials,Female,Mongolia,Ulaanbaatar,3,3,3,3,4,3,4,1,2,1,1,1,1,1,2,1,1,1,5,4,3,4,4,1,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.0
H_0170,R_33D1LLlQN8fTksM,18-21,older Gen Z,Female,US,West Virginia,3,5,3,3,4,4,3,3,4,3,2,1,4,2,2,2,2,2,4,4,4,4,4,4,0.5,1.0,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.25,0.0,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0171,R_UG6fkuCpI7ORFjH,18-21,older Gen Z,Female,United States,Missouri,5,5,4,5,5,4,4,5,4,5,3,1,4,5,5,5,5,3,4,3,1,3,4,1,1.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.5,0.0,0.75,1.0,1.0,1.0,1.0,0.5,0.75,0.5,0.0,0.5,0.75,0.0
H_0172,R_BVU260tOd4CCddT,22-26,younger Millennials,Female,United States,Montana,3,4,2,2,3,4,2,2,1,1,1,1,1,1,2,3,2,1,4,5,4,4,4,2,0.5,0.75,0.25,0.25,0.5,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.75,1.0,0.75,0.75,0.75,0.25
H_0173,R_3lsPZhB9eapW95v,43-49,younger Gen X,Female,United States,Texas,2,5,1,2,4,4,3,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,4,1,0.25,1.0,0.0,0.25,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.0
H_0174,R_1i8bVWuxw452rUo,22-26,older Millennials,Female,Philippines,Butuan,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0175,R_2DP05vlhuG30udF,18-21,younger Gen Z,Female,Canada,Alberta,4,5,4,4,5,5,5,5,3,4,1,1,3,1,3,1,1,1,1,2,2,4,4,4,0.75,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.5,0.75,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.75,0.75
H_0176,R_2dBhmpNgUaWhO1b,18-21,older Gen Z,Female,USA,California,5,4,4,4,5,5,3,3,3,3,1,1,1,1,4,4,3,1,3,3,4,2,4,4,1.0,0.75,0.75,0.75,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.0,0.5,0.5,0.75,0.25,0.75,0.75
H_0177,R_W1cjjXInm5dbq5b,22-26,older Millennials,Female,USA,"Edison, New Jersey",3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,1,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.75,0.75,0.75,0.0
H_0178,R_3EmdSrWGCYtSS6O,43-49,younger Gen X,Female,United States,NC,3,2,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,0.5,0.25,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75
H_0179,R_3p3Yj85WE4ocWPM,50-58,older Gen X,Female,USA,Utah,1,4,4,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,3,0.0,0.75,0.75,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.5
H_0180,R_yUVqm2ZSa2B7CY9,32-36,younger Gen Z,Female,USA,California,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,4,4,4,4,4,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.75,0.75,0.75,0.75,0.75
H_0181,R_22Y5Bg1Z1zedXKO,18-21,younger Gen Z,Female,United States,Hawaii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.75,0.5
H_0182,R_432aDspY9XLkqop,18-21,older Gen Z,Female,KSA,Dhahran,2,4,2,4,5,4,4,4,4,4,2,1,4,3,4,1,1,1,5,4,3,4,4,2,0.25,0.75,0.25,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.25,0.0,0.75,0.5,0.75,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.25
H_0183,R_2zpY8MtMOX3GGrP,22-26,younger Millennials,Female,Philippines,"Jaen, Nueva Ecija",3,5,4,4,4,4,4,4,5,4,2,1,4,3,4,1,3,2,4,3,4,4,4,4,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.25,0.0,0.75,0.5,0.75,0.0,0.5,0.25,0.75,0.5,0.75,0.75,0.75,0.75
H_0184,R_33s4vVyvZ8OOyOm,22-26,older Gen Z,Female,United States,Virginia,4,4,2,1,4,4,4,2,2,4,4,1,1,2,3,1,1,1,4,4,4,4,4,4,0.75,0.75,0.25,0.0,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0185,R_pt86IlTqA2vy6Z3,27-31,younger Millennials,Female,Japan,Yamaguchi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.75,0.75,0.5
H_0186,R_2rIQT1i209mf5MX,18-21,older Gen Z,Female,United States,Texas,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,2,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.75,0.5,0.75,0.25
H_0187,R_1gtjEFgVE4goQWU,27-31,younger Millennials,Female,United States,Hawaii,2,3,3,2,3,3,4,2,1,2,2,1,1,2,1,1,3,2,3,3,3,3,4,4,0.25,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.5,0.5,0.5,0.5,0.75,0.75
H_0188,R_2XarcXAHjReKbrr,22-26,older Millennials,Female,Fiji,Suva,3,4,3,3,3,3,3,4,4,3,1,1,4,1,1,1,1,1,4,4,4,4,4,2,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.25
H_0189,R_2Eh1WPoOF89XyNE,18-21,older Gen Z,Female,USA,California,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.75,0.5,0.75,0.25
H_0190,R_2PhVek7e4R5EFVn,27-31,younger Millennials,Female,USA,Oregon,3,4,3,3,4,4,4,4,1,4,1,1,3,2,4,1,1,1,4,3,4,4,4,2,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.0,0.75,0.0,0.0,0.5,0.25,0.75,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.75,0.25
H_0191,R_SUmXGVzaMWREFoZ,22-26,older Gen Z,Female,Usa,Louisiana,4,4,3,2,3,3,4,1,1,1,1,1,1,2,2,1,1,1,4,4,4,4,4,1,0.75,0.75,0.5,0.25,0.5,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.0
H_0192,R_bCosME4yzPXOG1r,18-21,younger Gen Z,Female,United States,Utah,5,5,5,4,5,4,3,3,3,4,3,1,3,1,2,1,1,1,3,4,2,2,4,4,1.0,1.0,1.0,0.75,1.0,0.75,0.5,0.5,0.5,0.75,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.5,0.75,0.25,0.25,0.75,0.75
H_0193,R_1kXrLqjhKXhYVzC,43-49,younger Gen X,Female,Philippines,Utah,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.0
H_0194,R_2tzg7Q0B1whJeeL,37-42,younger Millennials,Female,Papua New Guinea,Hawaii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0195,R_eg4QQAhFDskI73b,22-26,older Gen Z,Female,United States,Colorado,4,5,3,2,4,3,4,3,1,2,3,1,3,3,2,3,3,1,3,3,3,4,4,2,0.75,1.0,0.5,0.25,0.75,0.5,0.75,0.5,0.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.5,0.75,0.75,0.25
H_0196,R_sSWzuoUzAiKzBRf,22-26,older Millennials,Female,India,Hyderabad,5,5,5,5,5,5,5,4,1,4,1,4,1,1,1,1,1,1,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0197,R_1jqTnZOZ7V4K2JQ,22-26,younger Gen Z,Female,United States,California,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0198,R_9GmYChVpKoQ8kpz,18-21,older Gen Z,Female,United States of America,Oregon,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,1,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.75,0.0
H_0199,R_2403BB1qxC2Ovt4,18-21,younger Gen Z,Female,U.S.,Utah,5,5,5,5,5,5,5,4,1,3,3,1,5,1,4,1,1,1,4,2,4,4,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.5,0.5,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.75,0.25,0.75,0.75,0.75,0.0
H_0200,R_2SqSCLbVcBM01Yh,18-21,younger Gen Z,Female,USA,Minnesota,2,4,1,3,4,4,2,1,1,1,1,1,1,1,1,3,1,1,3,3,3,5,4,1,0.25,0.75,0.0,0.5,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.75,0.0
H_0201,R_24FXNx8IGLdQM2v,22-26,younger Gen Z,Female,Japan,Fukuoka,2,3,2,4,4,4,4,3,1,1,2,1,4,2,4,5,2,2,5,4,4,4,4,4,0.25,0.5,0.25,0.75,0.75,0.75,0.75,0.5,0.0,0.0,0.25,0.0,0.75,0.25,0.75,1.0,0.25,0.25,1.0,0.75,0.75,0.75,0.75,0.75
H_0202,R_DvCnyl5tGTFqlCp,22-26,older Gen Z,Female,United States,Utah,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0203,R_vDmSAHovQrDrlHb,27-31,younger Millennials,Female,Kiribati,Tarawa,3,4,2,1,4,2,3,1,1,2,1,1,2,1,1,1,1,1,3,3,3,4,4,1,0.5,0.75,0.25,0.0,0.75,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.75,0.75,0.0
H_0204,R_3EG9i1nAwvJuGMB,22-26,younger Millennials,Female,United States,Hawaii,2,2,1,2,2,2,3,2,1,2,2,1,2,2,1,2,2,2,3,3,3,4,4,4,0.25,0.25,0.0,0.25,0.25,0.25,0.5,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.75
H_0205,R_2t9D8uTldyq0HVK,22-26,younger Gen Z,Female,Kiribati,Tarawa,4,3,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.5
H_0206,R_3P6syR22Kcey7Xu,22-26,younger Millennials,Female,Tarawa,Kiribati,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0207,R_6AtVuABjjwvJpT3,18-21,younger Millennials,Female,United States,Houston,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75
H_0208,R_1jNHxDy54P7fFKy,22-26,younger Gen Z,Female,Kiribati,South-Tarawa,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
H_0209,R_3krgE1XzGzY5Db3,50-58,older Gen X,Female,USA,Hawaii,4,4,4,4,4,3,3,5,5,3,3,1,5,4,5,4,2,5,4,4,4,4,4,3,0.75,0.75,0.75,0.75,0.75,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.75,1.0,0.75,0.25,1.0,0.75,0.75,0.75,0.75,0.75,0.5
H_0210,R_2WGttYImQ7yad8v,22-26,younger Millennials,Female,Kiribati,Tarawa,5,5,5,5,5,5,3,4,4,3,1,1,4,3,3,2,5,1,3,3,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.75,0.5,0.0,0.0,0.75,0.5,0.5,0.25,1.0,0.0,0.5,0.5,0.75,0.75,0.75,0.5
H_0211,R_22GhwuYQfgyVwGc,22-26,older Gen Z,Female,philippines,quezon city,3,4,3,2,4,4,5,3,3,4,3,4,3,3,3,4,4,5,5,5,4,5,4,3,0.5,0.75,0.5,0.25,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.75,0.5
H_0212,R_1ihuBiYQe4g1GeT,22-26,older Gen Z,Female,Philippines,Pampanga,3,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75
H_0213,R_RCdTxy6uSeuGhwJ,27-31,younger Millennials,Female,Philippines,Davao City,3,3,3,3,4,3,3,4,4,2,1,1,2,2,4,1,1,1,3,3,3,3,4,2,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.25,0.0,0.0,0.25,0.25,0.75,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.25
H_0214,R_2cnqx1Ktyyl1dWR,18-21,older Gen Z,Female,United States,Minnesota,4,5,2,1,4,4,1,1,2,1,1,1,3,1,2,3,1,1,4,3,3,4,4,1,0.75,1.0,0.25,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.25,0.5,0.0,0.0,0.75,0.5,0.5,0.75,0.75,0.0
H_0215,R_3GxLfo3lLRoHMI3,22-26,older Gen Z,Female,Philippines,Tanauan,4,4,4,4,4,4,4,4,4,4,3,2,5,4,4,3,3,3,3,3,3,3,4,2,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.25,1.0,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.25
H_0216,R_110Gsj3xhWlVkxf,18-21,younger Gen Z,Female,USA,Honolulu,2,3,3,5,5,2,3,1,3,4,3,3,4,4,3,4,3,2,4,3,3,2,4,4,0.25,0.5,0.5,1.0,1.0,0.25,0.5,0.0,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.25,0.75,0.5,0.5,0.25,0.75,0.75
H_0217,R_273DzWO6kH0FWbE,18-21,older Gen Z,Female,USA,Palo alto,4,4,4,3,4,4,4,3,1,1,1,1,2,1,1,1,1,1,2,3,3,3,4,2,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.5,0.75,0.25
H_0218,R_1E4iQUJU9YsMa0b,22-26,older Gen Z,Female,USA,California,2,4,2,1,4,5,4,1,1,1,1,1,2,2,2,2,1,1,4,4,3,3,4,5,0.25,0.75,0.25,0.0,0.75,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.75,0.75,0.5,0.5,0.75,1.0
H_0219,R_qw4PT0mrsPitMuB,22-26,younger Millennials,Female,Philippines,Tuguegarao,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,1,4,2,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.75
H_0220,R_1BSfhem0oodoRCY,18-21,older Gen Z,Female,United States,Provo,5,4,3,2,4,2,4,1,1,4,1,1,4,1,1,1,1,1,3,3,2,3,4,3,1.0,0.75,0.5,0.25,0.75,0.25,0.75,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.5,0.75,0.5
H_0221,R_2sQKlfVsjQLYRDp,18-21,older Gen Z,Female,México,Veracruz,3,4,2,2,4,4,3,2,1,2,1,1,2,1,1,2,2,2,3,2,3,4,4,3,0.5,0.75,0.25,0.25,0.75,0.75,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.5,0.25,0.5,0.75,0.75,0.5
H_0222,R_BVqOUpYJr9cDSNz,22-26,younger Millennials,Female,USA,Hawaii,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.0
H_0223,R_3QX0yOfcWAQxd1O,27-31,younger Millennials,Female,Usa,Spokane,2,2,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,3,0.25,0.25,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.5,0.75,0.5
H_0224,R_3nIfoluvIU0Yzk2,27-31,older Millennials,Female,united states,airway heights,3,3,4,2,3,4,4,3,3,2,3,4,3,3,2,4,2,2,3,4,5,3,4,3,0.5,0.5,0.75,0.25,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0.75,0.25,0.25,0.5,0.75,1.0,0.5,0.75,0.5
