synthetic_id,age,sex,country,city
S_2477,18-21,Male,USA,Utah
S_2478,18-21,Female,United States,Texas
S_2479,27-31,Female,Philippines,Taguig City
S_2480,27-31,Female,India,Delhi
S_2481,22-26,Male,United States of America,"Logan, Utah"
S_2482,27-31,Female,mongolia,ub
S_2483,22-26,Female,United States,Wyoming
S_2484,22-26,Female,Taiwan,Changhua
S_2485,22-26,Female,Fiji,Lautoka
S_2486,27-31,Female,USA,Colorado
S_2487,22-26,Female,Philippines,Cavite
S_2488,27-31,Female,Japan,Tokyo
S_2489,22-26,Female,United States,"Eagle, Idaho"
S_2490,27-31,Male,Philippines,Nueva Ecija
S_2491,22-26,Male,United States,West Virginia
S_2492,22-26,Male,United States,hawaii
S_2493,43-49,Female,USA,California
S_2494,18-21,Female,Philippines,Quezon City
S_2495,22-26,Female,Philippines,Naga city
S_2496,18-21,Female,USA,Newport
S_2497,22-26,Male,Japan,"Kagawa prefecture, Kanonji city"
S_2498,22-26,Male,United States,Utah
S_2499,18-21,Female,Kiribati,Tarawa
S_2500,27-31,Female,Mexico,Nuevo Leon
S_2501,18-21,Female,Philippines,Iligan
S_2502,22-26,Male,United States,Utah
S_2503,22-26,Male,Philippines,Alicia
S_2504,18-21,Female,Canada,Alberta
S_2505,37-42,Male,United States,Oregon
S_2506,32-36,Female,New Zealand,Hamilton
S_2507,22-26,Female,Indonesia,Surabaya
S_2508,22-26,Male,South Korea,Ulsan
S_2509,22-26,Male,America,California
S_2510,22-26,Female,Samoa,Aleisa
S_2511,18-21,Male,USA,NorCal
S_2512,22-26,Male,Indonesia,Jakarta
S_2513,43-49,Female,Philippines,Hinunangan
S_2514,27-31,Female,Tonga,Fo'ui
S_2515,22-26,Male,United States,Utah
S_2516,22-26,Female,United States,California
S_2517,22-26,Female,Japan,Osaka
S_2518,22-26,Male,Malaysia,Sarawak
S_2519,22-26,Female,Kiribati,Tarawa
S_2520,37-42,Female,USA,Hawaii
S_2521,18-21,Female,New Zealand,Hastings
S_2522,22-26,Female,United States,Utah
S_2523,50-58,Female,United States,Oregon
S_2524,59-64,Male,United states,newport
S_2525,22-26,Female,Australia,Melbourne
S_2526,18-21,Male,Sāmoa,Hawaii
S_2527,18-21,Male,United States,Oregon
S_2528,22-26,Female,Japan,Osaka
S_2529,22-26,Female,Philippines,Baguio City
S_2530,50-58,Female,New Zealand,Tūrangi
S_2531,18-21,Female,Canada,Lethbridge
S_2532,22-26,Female,United States,Texas
S_2533,22-26,Female,Philippines,Laguna
S_2534,27-31,Female,Japan,Saitama
S_2535,22-26,Female,Tonga,Nuku'alofa
S_2536,22-26,Male,Japan,Okinawa
S_2537,43-49,Female,United States,Utah
S_2538,50-58,Male,USA,Colorado
S_2539,22-26,Male,United States,Utah
S_2540,43-49,Male,Mexico,Veracruz
S_2541,22-26,Male,USA,CA
S_2542,18-21,Male,Philippine,Alicia
S_2543,32-36,Male,United States,Arizona
S_2544,22-26,Male,USA,California
S_2545,22-26,Female,United States,Utah
S_2546,22-26,Male,Canada,BC
S_2547,22-26,Male,Taiwan,New Taipei City
S_2548,18-21,Female,Philippines,Cebu
S_2549,27-31,Female,United States,Utah
S_2550,27-31,Female,United States of America,Colorado
S_2551,22-26,Male,French Polynesia,Marquesas Islands
S_2552,22-26,Female,Taiwan,Taichung City
S_2553,27-31,Female,Philippines,Davao
S_2554,27-31,Male,USA,Utah
S_2555,22-26,Female,Philippines,Valenzuela
S_2556,22-26,Male,Philippines,"Palawan, Puerto Prinsesa City"
S_2557,22-26,Female,USA,California
S_2558,18-21,Male,Japan,Okinawa
S_2559,50-58,Male,United States of America,California
S_2560,22-26,Male,United States,Utah
S_2561,50-58,Male,Philippines,Naga Cith
S_2562,18-21,Male,United States,Providence
S_2563,22-26,Female,Papua New Guinea,Port Moresby
S_2564,22-26,Female,United States,Utah
S_2565,22-26,Female,Phiilippines,Mapandan
S_2566,18-21,Male,Philippines,Naga Cith
S_2567,22-26,Female,philippines,manila
S_2568,22-26,Female,United States,Utah
S_2569,22-26,Male,United States,Utah
S_2570,18-21,Female,United States,Texas
S_2571,22-26,Male,Philippines,Pasuquin
S_2572,22-26,Male,USA,Georgia
S_2573,18-21,Female,Philippines,Quezon City
S_2574,22-26,Male,United States,West Virginia
S_2575,18-21,Female,USA,California
S_2576,37-42,Male,United States,Utah
S_2577,22-26,Male,United States,Utah
S_2578,22-26,Male,Japan,Fukoyoka
S_2579,18-21,Female,USA,Texas
S_2580,22-26,Male,United States,Utah
S_2581,22-26,Female,USA,Florida
S_2582,43-49,Female,Malaysia,Subang Jaya
S_2583,22-26,Male,Japan,TOKYO
S_2584,22-26,Male,USA,Hawaii
S_2585,22-26,Female,China,Yunnan
S_2586,22-26,Female,Indonesia,Seko
S_2587,37-42,Female,Japan,Toride
S_2588,22-26,Female,United States,Washington
S_2589,18-21,Male,Indonesia,Malang
S_2590,22-26,Female,Japan,Okinawa
S_2591,18-21,Male,Philippines,Manila
S_2592,50-58,Male,Philippines,Malaybalay
S_2593,18-21,Female,United states,North Carolina
S_2594,22-26,Male,Philippines,Hawaii
S_2595,22-26,Female,Philippines,Manila
S_2596,18-21,Male,Fiji,Suva
S_2597,37-42,Male,United States,Pleasant Grove
S_2598,27-31,Female,United States,"Logan, Utah"
S_2599,18-21,Female,USA,Utah
S_2600,22-26,Female,United States of America,"Logan, Utah"
S_2601,18-21,Male,Philippines,Santiago City
S_2602,22-26,Female,Philippines,Butuan
S_2603,22-26,Female,Philippines,Pasig
S_2604,22-26,Female,USA,Utah
S_2605,22-26,Male,United States,Utah
S_2606,27-31,Male,Fiji,Suva
S_2607,18-21,Female,USA,Utah
S_2608,22-26,Female,Philippines,Cebu City
S_2609,22-26,Female,America,California
S_2610,22-26,Female,United States,Idaho
S_2611,18-21,Female,USA,California
S_2612,22-26,Female,Japan,Japan
S_2613,22-26,Female,United States of America,Georgia
S_2614,22-26,Male,USA,"Bountiful, UT"
S_2615,32-36,Female,U.S.A,Oakland
S_2616,22-26,Female,China,Guangdong
S_2617,32-36,Female,United States,Arizona
S_2618,22-26,Male,US,"Hawaii, Laie"
S_2619,22-26,Female,United States of America,Colorado
S_2620,22-26,Female,Philippines,Marikina
S_2621,18-21,Male,Philippines,Pangasinan
S_2622,18-21,Female,Tonga,Nuku'alofa
S_2623,32-36,Female,United States,Texas
S_2624,22-26,Male,Fiji,Suva
S_2625,22-26,Female,Philippines,Baguio City
S_2626,43-49,Female,United States,"Ridgefield, WA"
S_2627,37-42,Female,United States,"Kamas, UT"
S_2628,37-42,Female,United States,"Atlanta, GA"
S_2629,27-31,Male,Montana,Charlo Montana
S_2630,18-21,Female,United States of America,Sacramento California
S_2631,27-31,Male,Indonesia,Cikarang
S_2632,18-21,Female,Indonesia,Jakarta
S_2633,22-26,Female,United States,Nevada
S_2634,22-26,Female,China,Tianjin
S_2635,50-58,Male,USA,California
S_2636,37-42,Female,Fiji,Suva
S_2637,27-31,Male,Tonga,Nuku’alofa
S_2638,22-26,Male,Mongolia,Ulaanbaatar
S_2639,22-26,Female,United States,Utah
S_2640,22-26,Female,US,Spokane Washington
S_2641,22-26,Male,Philippines,Tacloban
S_2642,22-26,Male,United States,California
S_2643,43-49,Female,United States,Hawaii
S_2644,22-26,Female,Mexico,Nuevo Leon
S_2645,22-26,Male,USA,Hawaii
S_2646,22-26,Female,Philippines,Surigao
S_2647,22-26,Female,United States,Logan
S_2648,32-36,Female,United States,Utah
S_2649,27-31,Female,United States,"Salt Lake City, Utah"
S_2650,22-26,Male,USA,LOGAN
S_2651,22-26,Male,USA,Utah
S_2652,22-26,Female,Philippines,Alicia
S_2653,22-26,Male,United States of America,"Albany, Oregon"
S_2654,43-49,Female,Fiji,Suva
S_2655,18-21,Male,U.S,California
S_2656,27-31,Male,US,Lincoln
S_2657,18-21,Female,Usa,Spokane
S_2658,22-26,Male,Indonesia,Bogor
S_2659,18-21,Male,United States,Utah
S_2660,22-26,Female,Philippines,Davao City
S_2661,18-21,Female,United States,Oregon
S_2662,22-26,Female,Kiribati,Tarawa
S_2663,37-42,Female,Japan,Okinawa
S_2664,27-31,Female,México,Veracruz
S_2665,22-26,Female,United States,Utah
S_2666,22-26,Female,United States,Utah
S_2667,22-26,Female,United States,California
S_2668,22-26,Female,United States,Utah
S_2669,22-26,Male,Mongolia,Ulaanbaatar
S_2670,18-21,Male,USA,San Francisco
S_2671,22-26,Male,USA,las vegas
S_2672,22-26,Female,USA,Colorado
S_2673,18-21,Male,United States,"Logan, UT"
S_2674,22-26,Male,Samoa,Apia
S_2675,18-21,Female,Kiribati,Tarawa
S_2676,18-21,Female,United States,Colorado
S_2677,22-26,Male,philippines,manila
S_2678,22-26,Female,Tahiti,French Polynesia
S_2679,43-49,Female,Philippines,Pangasinan
S_2680,22-26,Male,Kiribati,Tarawa
S_2681,18-21,Male,Kiribati,Tarawa
S_2682,22-26,Male,Japan,Nara
S_2683,43-49,Female,USA,Utah
S_2684,22-26,Male,Tonga,Tongatapu
S_2685,22-26,Female,India,New Delhi
S_2686,27-31,Male,Tonga,Nuku’alofa
S_2687,22-26,Female,India,Delhi
S_2688,18-21,Female,Canada,Alberta
S_2689,18-21,Female,Japan,Tokyo
S_2690,22-26,Male,USA,Florida
S_2691,18-21,Female,Peru,Arequipa
S_2692,59-64,Female,Usa,Utah
S_2693,32-36,Male,United States,Utah
S_2694,18-21,Male,United States of America,Utah
S_2695,22-26,Male,mongolia,ulaanbaatar
S_2696,37-42,Male,Philippines,Pangasinan
S_2697,27-31,Female,USA,Virginia
S_2698,43-49,Female,USA,Montana
S_2699,27-31,Male,USA,California/Hawaii
S_2700,22-26,Male,India,Hyderabad
S_2701,22-26,Female,Japan,Sapporo
S_2702,22-26,Female,USA,Arizona
S_2703,18-21,Female,Usa,"Burley, Idaho"
S_2704,18-21,Female,Indonesia,Jakarta
S_2705,50-58,Male,papua new guinea,Hawaii
S_2706,22-26,Male,United States,Provo Utah
S_2707,22-26,Female,United States,Utah
S_2708,27-31,Female,Indonesia,Surakarta
S_2709,18-21,Female,Tahiti,French Polynesia
S_2710,22-26,Female,USA,Idaho
S_2711,32-36,Female,United States,Phoenix Arizona
S_2712,22-26,Female,USA,Utah
S_2713,18-21,Male,US,"Hawaii, Laie"
S_2714,32-36,Female,Philippines,Baguio
S_2715,18-21,Male,Fiji,Suva
S_2716,32-36,Female,America,California
S_2717,22-26,Male,papua new guinea,Hawaii
S_2718,22-26,Male,USA,West Virginia
S_2719,43-49,Female,United States,California
S_2720,27-31,Male,Samoa,Fale Lili
S_2721,22-26,Female,India,Delhi
S_2722,22-26,Female,Mexico,Puebla
S_2723,22-26,Female,Tahiti,Tahiti
S_2724,50-58,Female,Thailand,Bangkok
S_2725,18-21,Female,Indonesia,Jakarta
S_2726,50-58,Male,United States,Colorado
S_2727,22-26,Female,Philippines,Taguig
S_2728,22-26,Male,Papua New Guinea,Papua New Guinea
S_2729,18-21,Female,Philippines,Puerto Prinsesa Palawan
S_2730,43-49,Male,US,Sacramento
S_2731,22-26,Female,Japan,TOKYO
S_2732,18-21,Male,Japan,Sendai
S_2733,18-21,Female,US,Utah
S_2734,22-26,Female,Philippines,Taguig
S_2735,18-21,Female,USA,Minnesota
S_2736,18-21,Female,Canada,Alberta
S_2737,22-26,Female,United States,Utah
S_2738,22-26,Female,USA,NY
S_2739,22-26,Male,United States,Indiana
S_2740,22-26,Female,USA,Hawaii
S_2741,22-26,Male,Philippines,Santiago City
S_2742,22-26,Male,Tonga,Nuku’alofa
S_2743,18-21,Female,United States,Logan
S_2744,22-26,Female,United States,Texas
S_2745,27-31,Female,United States,"Glendale, California"
S_2746,22-26,Male,United States,Utah
S_2747,22-26,Female,Japan,Ibaraki
S_2748,18-21,Male,Japan,Osaka
S_2749,27-31,Female,USA,California
S_2750,18-21,Female,USA,Florida
S_2751,50-58,Male,Indonesia,Malang
S_2752,18-21,Female,Philippines,Butuan
S_2753,22-26,Female,USA,"Provo, Utah"
S_2754,22-26,Female,Kiribati,Tarawa
S_2755,18-21,Female,United States,Utah
S_2756,22-26,Male,United States,Virginia
S_2757,18-21,Male,Philippines,Tanauan
S_2758,27-31,Female,Philippines,Pasig City
S_2759,22-26,Female,Philippines,Bohol
S_2760,22-26,Female,Philippines,Cagayan
S_2761,27-31,Male,USA,Hawaii
S_2762,18-21,Male,United States,Colorado
S_2763,18-21,Female,sri lanka,colombo
S_2764,22-26,Male,Kiribati,Hawaii
S_2765,22-26,Female,Philippines,Makati
S_2766,22-26,Male,Australia,Melbourne
S_2767,27-31,Female,Philippines,Taguig
S_2768,22-26,Female,Samoa,Apia Samoa
S_2769,22-26,Male,USA,Arizona
S_2770,32-36,Male,Japan,Miyagi
S_2771,22-26,Female,Philippines,Banga
S_2772,22-26,Female,Peru,Arequipa
S_2773,43-49,Female,United States of America,Colorado
S_2774,27-31,Female,United States,Utah
S_2775,18-21,Male,United States,"Eagle, Idaho"
S_2776,22-26,Female,Papua New Guinea,Papua New Guinea
S_2777,18-21,Female,Indonesia,Jakarta
S_2778,22-26,Male,Tonga,Haapai
S_2779,22-26,Female,French Polynesia,Marquesas Islands
S_2780,18-21,Female,United States,Montana
S_2781,22-26,Female,mongolia,ulaanbaatar
S_2782,27-31,Male,sri lanka,colombo
S_2783,59-64,Female,united states of america,Texas
S_2784,43-49,Male,United States,"Lehi, UT"
S_2785,18-21,Female,Philippines,Tacloban
S_2786,18-21,Female,America,Utah
S_2787,27-31,Male,Mongolia,Ulaanbaatar
S_2788,22-26,Female,Mexico,Veracruz
S_2789,22-26,Female,United States,Utah
S_2790,22-26,Male,US,Spokane Washington
S_2791,27-31,Male,United States,Nevada
S_2792,22-26,Female,Fiji,Suva
S_2793,22-26,Male,philippines,manila
S_2794,22-26,Male,United States,Washington
S_2795,50-58,Female,United States,Oregon
S_2796,18-21,Female,mongolia,ulaanbatar
S_2797,22-26,Female,United States,Wyoming
S_2798,22-26,Male,US,AZ
S_2799,18-21,Female,USA,Hawaii
S_2800,22-26,Female,Philippines,Davao City
S_2801,22-26,Female,Peru,Arequipa
S_2802,27-31,Male,Philippines,Tuguegarao City
S_2803,22-26,Male,Philippines,Alaminos City
S_2804,27-31,Female,USA,"Edison, New Jersey"
S_2805,50-58,Male,Japan,Gifu (Prefecture)
S_2806,18-21,Male,French Polynesia,Mataiea
S_2807,22-26,Female,PHILIPPINES,Bulacan
S_2808,22-26,Female,Philippines,Pangasinan
S_2809,43-49,Male,United States,"Atlanta, GA"
S_2810,22-26,Male,Philippines,Pasuquin
S_2811,27-31,Female,United States of America,Utah
S_2812,22-26,Male,Philippines,Pangasinan
S_2813,27-31,Male,Tahiti,Mahina
S_2814,18-21,Female,Philippines,Malasiqui
S_2815,18-21,Female,United States,California
S_2816,22-26,Female,United States,NC
S_2817,22-26,Female,Samoa,Apia
S_2818,18-21,Female,new zealand,auckland
S_2819,27-31,Male,Japan,Okinawa
S_2820,18-21,Female,United States,Hawaii
S_2821,22-26,Female,United States of America,California
S_2822,22-26,Female,Tahiti,Maraea
S_2823,27-31,Female,United States,Laie Hawaii
S_2824,22-26,Female,Philippines,Dagupan City
S_2825,22-26,Female,United States,American Samoa
S_2826,18-21,Female,Indonesia,Surakarta
S_2827,18-21,Male,United States,Utah
S_2828,18-21,Male,Philippines,Nueva Vizcaya
S_2829,22-26,Female,United States,Colorado
S_2830,27-31,Female,philippines,tuguegarao
S_2831,18-21,Female,United States,Boise Idaho
S_2832,22-26,Male,Tonga,Nuku'alofa
S_2833,22-26,Female,New Zealand,Hastings
S_2834,18-21,Female,United States,Oregon
S_2835,22-26,Male,Philippines,Ilagan City
S_2836,22-26,Female,United States,Texas
S_2837,22-26,Male,US,HI
S_2838,22-26,Male,Philippines,Pangasinan
S_2839,22-26,Male,United States,Utah
S_2840,50-58,Female,Mexico,Cedar Park
S_2841,22-26,Female,United States of America,Utah
S_2842,27-31,Female,America,Las Vegas
S_2843,18-21,Female,United States,"Eden, UT"
S_2844,27-31,Female,Kiribati,Tarawa
S_2845,27-31,Female,USA,Montana
S_2846,22-26,Male,USA,Oklahoma
S_2847,18-21,Female,China,JiangXi
S_2848,50-58,Male,United States,Missouri
S_2849,22-26,Female,México,Veracruz
S_2850,18-21,Female,Japan,Okinawa
S_2851,27-31,Male,Philippines,Quezon
S_2852,22-26,Female,Philippines,Hawaii
S_2853,22-26,Female,USA,Florida
S_2854,22-26,Female,Kiribati,Kiritimati Island
S_2855,27-31,Male,United States of America,Oregon
S_2856,22-26,Female,United States,Laie Hawaii
S_2857,22-26,Male,Japan,Okinawa
S_2858,22-26,Male,Malaysia,Penang
S_2859,27-31,Male,USA,Virginia
S_2860,27-31,Male,Tahiti,Tahiti
S_2861,27-31,Male,Usa,Phoenix AZ
S_2862,18-21,Female,Philippines,Gensan City
S_2863,22-26,Female,Mexico,Puebla
S_2864,18-21,Female,Tonga,Haapai
S_2865,22-26,Female,Indonesia,Bogor
S_2866,22-26,Female,United States,Washington
S_2867,22-26,Male,Canada,BC
S_2868,22-26,Female,United States,"Wichita Falls, Texas"
S_2869,27-31,Female,United States,Colorado
S_2870,18-21,Female,United States,Newport
S_2871,27-31,Female,Fiji,Suva
S_2872,22-26,Female,United States of America,"Salt Lake City, Utah"
S_2873,37-42,Female,America,Oregon
S_2874,18-21,Male,United states,Laie
S_2875,22-26,Male,US,Sacramento
S_2876,22-26,Male,Philippines,Alaminos City
S_2877,22-26,Female,Argentina,San Martín de los Andes
S_2878,27-31,Female,USA,Oregon
S_2879,22-26,Female,USA,Hawaii
S_2880,22-26,Male,Kiribati,Tarawa
S_2881,22-26,Male,U.S,California
S_2882,22-26,Male,USA,Montana
S_2883,22-26,Male,United States,Leesburg
S_2884,27-31,Female,Japan,Sapporo
S_2885,18-21,Female,mexico,monterrey
S_2886,22-26,Female,United States,Texas
S_2887,22-26,Male,Japan,Okinawa
S_2888,27-31,Female,Taiwan,New Taipei City
S_2889,22-26,Female,China,Chengdu
S_2890,27-31,Female,United States,Utah
S_2891,22-26,Female,Tahiti,Maraea
S_2892,22-26,Female,New Zealand,Auckland
S_2893,18-21,Male,Philippines,Davao City
S_2894,22-26,Female,Philippines,Tagum
S_2895,22-26,Male,México,Veracruz
S_2896,22-26,Male,United States,Utah
S_2897,22-26,Female,USA,Hawaii
S_2898,22-26,Female,Canada,Calgary
S_2899,22-26,Female,Philippines,SURIGAO CITY
S_2900,22-26,Male,Canada,Pincher Creek
S_2901,18-21,Male,USA,Guam
S_2902,22-26,Female,Kiribati,Tarawa
S_2903,18-21,Male,Sāmoa,Hawaii
S_2904,50-58,Male,USA,Florida
S_2905,22-26,Male,Unknown,India
S_2906,27-31,Male,Indonesia,Jakarta
S_2907,43-49,Male,Kiribati,Butaritari
S_2908,22-26,Male,USA,Idaho
S_2909,27-31,Male,United States,"Logan, UT"
S_2910,27-31,Female,Korea,Seoul
S_2911,27-31,Female,Philippines,Tacloban
S_2912,22-26,Female,USA,San Francisco
S_2913,27-31,Female,USA,Hawaii
S_2914,43-49,Female,Samoa,Fale Lili
S_2915,22-26,Male,USA,CT
S_2916,22-26,Male,Philippines,Pangasinan
S_2917,50-58,Male,Tonga,Nuku'alofa
S_2918,22-26,Male,México,Veracruz
S_2919,22-26,Female,United States,hawaii
S_2920,50-58,Female,America,Texas
S_2921,18-21,Male,Philippines,Laguna
S_2922,22-26,Male,United States,Utah
S_2923,18-21,Female,Australia,Queensland
S_2924,22-26,Male,USA,California/Hawaii
S_2925,22-26,Male,Unite States,"Springville, UT"
S_2926,18-21,Male,Philippines,DAGUPAN
S_2927,66-70,Female,United States,Martinsburg
S_2928,22-26,Female,United States,Utah
S_2929,22-26,Male,Philippines,Baguio City
S_2930,22-26,Male,India,Delhi
S_2931,22-26,Male,Tahiti,Faa'a
S_2932,18-21,Male,China,Yunnan
S_2933,22-26,Female,Philippines,Manila
S_2934,18-21,Female,Philippines,Davao City
S_2935,22-26,Male,USA,Oregon
S_2936,22-26,Female,Kiribati,Tarawa
S_2937,22-26,Female,United States,"Boise, Idaho"
S_2938,22-26,Female,Philippines,Cavite
S_2939,22-26,Female,United States,Missouri
S_2940,18-21,Male,United States,Las Vegas
S_2941,27-31,Female,USA,"Sandy, Utah"
S_2942,27-31,Male,New Zealand,Paihia
S_2943,22-26,Female,USA,"Anchorage, AK"
S_2944,22-26,Male,USA,Utah
S_2945,27-31,Female,USA,Spokane
S_2946,18-21,Female,Hawaii,Oahu
S_2947,22-26,Male,Philippines,Cabatuan
S_2948,50-58,Female,Kiribati,Tarawa
S_2949,22-26,Female,Philippines,Unknown
S_2950,22-26,Male,Kiribati,Kiritimati Island
S_2951,50-58,Female,United States,Utah
S_2952,18-21,Female,Japan,Tokyo
S_2953,27-31,Male,Tonga,Tongatapu
S_2954,22-26,Female,Tonga,Nuku'alofa
S_2955,50-58,Male,USA,Hawaii
S_2956,27-31,Male,Kiribati,Tarawa
S_2957,22-26,Male,Samoa,Apia
S_2958,37-42,Female,Kiribati,Tarawa
S_2959,18-21,Male,Papua New Guinea,"Port Moresby, Papua New Guinea"
S_2960,22-26,Male,Mexico,Puebla
S_2961,22-26,Male,USA,Montana
S_2962,22-26,Male,Phiilippines,Mapandan
S_2963,50-58,Female,USA,CT
S_2964,32-36,Female,United States,California
S_2965,27-31,Female,United States,Washington
S_2966,22-26,Female,US,Sacramento
S_2967,22-26,Female,United States,Washington
S_2968,37-42,Female,Weisheng,Kuala Lumpur
S_2969,27-31,Female,New Zealand,Haruru
S_2970,22-26,Male,United States,Utah
S_2971,50-58,Female,Weisheng,Kuala Lumpur
S_2972,37-42,Female,USA,Utah
S_2973,50-58,Female,Hong Kong,Hong Kong
S_2974,22-26,Female,USA,Palo alto
S_2975,37-42,Male,Philippines,Philippines
S_2976,18-21,Female,Philippines,Allen
S_2977,50-58,Female,Tonga,Tongatapu
S_2978,18-21,Female,Usa,Ohio
S_2979,27-31,Female,United States,"Alpine, UT"
S_2980,22-26,Female,United States,Washington
S_2981,32-36,Female,New Zealand,Northland
S_2982,59-64,Female,USA,Hawaii
S_2983,22-26,Female,Philippines,Pasuquin
S_2984,27-31,Female,New Zealand,Auckland
S_2985,27-31,Male,Unite States,"Springville, UT"
S_2986,22-26,Male,China,Guangdong
S_2987,22-26,Female,USA,NorCal
S_2988,22-26,Male,Philippines,Tuguegarao City
S_2989,22-26,Female,Usa,Bountiful Utah
S_2990,22-26,Female,United States,Montana
S_2991,22-26,Female,Japan,Japan
S_2992,18-21,Female,USA,Arizona
S_2993,27-31,Male,Philippines,Valenzuela
S_2994,22-26,Male,Tonga,Haapai
S_2995,37-42,Female,Philippines,Tanauan
S_2996,43-49,Female,Samoa,Fale Lili
S_2997,22-26,Male,Philippines,Alicia
S_2998,27-31,Male,Usa,Arizona
S_2999,18-21,Male,U.S.,Utah
S_3000,22-26,Female,america,michigan
S_3001,66-70,Male,India,Delhi
S_3002,18-21,Male,Malaysia,Kuala Lumpur
S_3003,27-31,Female,United States,Arizona
S_3004,22-26,Male,United States,Bountiful
S_3005,27-31,Male,United States,"Anthem, AZ"
S_3006,18-21,Female,US,Lincoln
S_3007,50-58,Female,China,China
S_3008,18-21,Female,Peru,Arequipa
S_3009,18-21,Male,Indonesia,Jakarta
S_3010,22-26,Female,United States of America,"Draper, Utah"
S_3011,27-31,Female,US,West Virginia
S_3012,22-26,Female,Philippines,Santa Barbara
S_3013,18-21,Female,Japan,Saitama
S_3014,50-58,Female,America,California
S_3015,22-26,Female,Philippines,Davao City
S_3016,22-26,Female,United States,Utah
S_3017,18-21,Female,Philippines,Surigao City
S_3018,22-26,Female,Philippines,Naga
S_3019,50-58,Female,USA,Utah
S_3020,22-26,Female,Philippines,Unknown
S_3021,22-26,Male,Canada,Pincher Creek
S_3022,18-21,Female,Fiji,Menlo Park
S_3023,50-58,Female,Indonesia,Cikarang
S_3024,27-31,Female,United States,"Magna, utah"
S_3025,43-49,Female,Philippines,Quezon City
S_3026,22-26,Male,New Zealand,Hamilton
S_3027,22-26,Female,USA,California
S_3028,22-26,Female,USA,"Las Vegas, NV"
S_3029,22-26,Female,Philippines,Butuan
S_3030,22-26,Female,United States,Utah
S_3031,22-26,Female,Philippines,Philippines
S_3032,22-26,Female,United States,Utah
S_3033,22-26,Male,New Zealand,Hawkes Bay
S_3034,18-21,Female,Tahiti,French Polynesia
S_3035,22-26,Female,Tonga,Tongatapu
S_3036,22-26,Female,Tonga,Fo'ui
S_3037,22-26,Male,Philippines,Taguig
S_3038,22-26,Male,USA,California
S_3039,27-31,Male,America,Idaho
S_3040,27-31,Male,Tonga,Nuku'alofa
S_3041,18-21,Female,United States,Iowa
S_3042,22-26,Female,United States,Utah
S_3043,22-26,Female,Tarawa,Kiribati
S_3044,22-26,Female,USA,Oregon
S_3045,22-26,Female,South Korea,Ulsan
S_3046,18-21,Male,US,HI
S_3047,22-26,Female,Philippines,Cavite
S_3048,43-49,Male,United States,Hawaii
S_3049,27-31,Male,USA,Washington
S_3050,18-21,Female,Philippines,Cabanatuan
S_3051,43-49,Female,United States,Idaho
S_3052,22-26,Male,Philippines,Legazpi
S_3053,22-26,Female,Tonga,Vava’u
S_3054,18-21,Male,Australia,Gold Coast
S_3055,22-26,Male,United States,"Alpine, UT"
S_3056,22-26,Male,United States,Utah
S_3057,22-26,Female,USA,Arizona
S_3058,50-58,Female,United States of America,"Puna, Hawaiʻi"
S_3059,22-26,Male,United States of America,Oregon
S_3060,50-58,Male,Philippines,Pasig City
S_3061,22-26,Female,Philippines,Pasig City
S_3062,22-26,Female,USA,Idaho
S_3063,66-70,Female,Kiribati,Tarawa
S_3064,27-31,Male,Hawaii,Oahu
S_3065,18-21,Male,Philippines,Isabela
S_3066,18-21,Male,Japan,Osaka
S_3067,22-26,Female,USA,Utah
S_3068,27-31,Female,United States,Texas
S_3069,22-26,Female,United States,New Mexico
S_3070,18-21,Male,USA,Oregon
S_3071,22-26,Female,USA,West Virginia
S_3072,22-26,Female,USA,Oregon
S_3073,22-26,Male,United States,California
S_3074,22-26,Male,usa,colorado
S_3075,18-21,Female,Philippines,Puerto Prinsesa Palawan
S_3076,22-26,Female,United States,Colorado
S_3077,22-26,Female,United States,"Boise, Idaho"
S_3078,50-58,Male,Indonesia,Jakarta
S_3079,18-21,Female,Usa,Phoenix AZ
S_3080,18-21,Female,United States,Hawaii
S_3081,22-26,Female,USA,Idaho
S_3082,22-26,Female,United States,"Mesa, AZ"
S_3083,50-58,Female,Philippines,Laguna
S_3084,22-26,Male,Kiribati,Tarawa
S_3085,22-26,Male,Indonesia,Surakarta
S_3086,27-31,Male,Unknown,India
S_3087,22-26,Male,United States of America,Colorado
S_3088,18-21,Male,Philippines,Laguna
S_3089,22-26,Male,Korea,Seoul
S_3090,22-26,Female,México,Veracruz
S_3091,22-26,Female,United States,San Diego
S_3092,18-21,Female,Mongolia,Ulaanbaatar
S_3093,27-31,Male,United States,Utah
S_3094,22-26,Female,United States of America,Colorado
S_3095,32-36,Male,United States,Texas
S_3096,22-26,Female,Kiribati,Tarawa
S_3097,22-26,Male,USA,Texas
S_3098,22-26,Male,United states,Hawaii
S_3099,22-26,Male,Philippines,Puerto Prinsesa Palawan
S_3100,22-26,Male,United States,"Logan, Utah"
S_3101,27-31,Female,America,California
S_3102,18-21,Male,United States,Loganville
S_3103,18-21,Female,United States,Texas
S_3104,22-26,Male,Kiribati,Tarawa
S_3105,22-26,Female,Philippines,Pasig City
S_3106,22-26,Female,United States,Florida
S_3107,27-31,Female,Usa,Phoenix AZ
S_3108,27-31,Female,Philippines,Pasuquin
S_3109,27-31,Male,Kiribati,Tarawa
S_3110,22-26,Female,Australia,Queensland
S_3111,27-31,Male,Montana,Charlo Montana
S_3112,22-26,Female,United States,Utah
